Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1989,F,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2023
1951,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2021
1951,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2021
1951,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2021
1951,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2021
1966,M,FRAUDULENT ACTIVITY,NY,12228,ALBANY,I,SURRENDERED,FULL,2018
1961,F,SCHENECTADY,NY,12304,ALBANY,D,VALID,FULL,2018
1961,F,SCHENECTADY,NY,12304,ALBANY,D,VALID,FULL,2018
1961,F,SCHENECTADY,NY,12304,ALBANY,D,VALID,FULL,2018
1961,F,SCHENECTADY,NY,12304,ALBANY,D,VALID,FULL,2018
1976,M,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1976,M,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1976,M,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1976,M,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1976,M,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1947,F,RAVENA,NY,12143,ALBANY,I,SUSPENDED,NONE,2026
1950,F,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2020
1973,M,ALBANY,NY,12205,ALBANY,I,REVOKED,NONE,2018
1999,M,GREEN ISLAND,NY,12183,ALBANY,I,NONE,NONE,2021
1937,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2024
1937,M,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2024
1988,M,COLONIE,NY,12205,ALBANY,I,SUSPENDED,FULL,2021
1970,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2024
1970,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2024
1970,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2024
1970,M,ALBANY,NY,12206,ALBANY,A,VALID,FULL,2020
1959,M,SELKIRK,NY,12158,ALBANY,B,SURRENDERED,FULL,2017
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1965,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2021
1966,M,LOUDONVILLE,NY,12211,ALBANY,EM,VALID,FULL,2019
1997,M,ALBANY,NY,12202,ALBANY,D PERMIT,VALID,FULL,2022
2011,M,ALBANY,NY,12204,ALBANY,I,NONE,NONE,2020
1987,M,WATERVLIET,NY,12189,ALBANY,E,VALID,FULL,2024
1987,M,WATERVLIET,NY,12189,ALBANY,E,VALID,FULL,2024
1944,F,COHOES,NY,12047,ALBANY,BM,VALID,FULL,2017
1945,F,MEDUSA,NY,12120,ALBANY,DM,VALID,FULL,2018
1995,M,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2017
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1942,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2020
1933,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1933,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1933,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1957,M,BERNE,NY,12023,ALBANY,D,VALID,FULL,2017
1996,F,SLINGERLANDS,NY,12159,ALBANY,D PERMIT,VALID,FULL,2022
1961,M,SCHENECTADY,NY,12306,ALBANY,DM,VALID,FULL,2025
1985,M,LATHAM,NY,12110,ALBANY,BM,VALID,FULL,2022
1985,M,ALBANY,NY,12206,ALBANY,I,SURRENDERED,CONDITIONAL,2021
1980,M,DELANSON,NY,12053,ALBANY,AM,VALID,FULL,2024
1952,M,LATHAM,NY,12110,ALBANY,D,SURRENDERED,FULL,2019
1968,M,WATERVLIET,NY,12189,ALBANY,DM,SUSPENDED,FULL,2020
1937,M,ALBANY,NY,12205,ALBANY,DM,VALID,FULL,2018
1940,F,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2019
1940,F,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2019
1936,F,CLARKSVILLE,NY,12041,ALBANY,D,VALID,FULL,2020
1977,M,ALBANY,NY,12206,ALBANY,I,SURRENDERED,FULL,2021
1961,M,LATHAM,NY,12110,ALBANY,B,VALID,FULL,2025
1994,M,EAST BERNE,NY,12059,ALBANY,D,VALID,FULL,2019
1966,M,COHOES,NY,12047,ALBANY,E,VALID,FULL,2021
1966,M,COHOES,NY,12047,ALBANY,E,VALID,FULL,2021
1960,M,ALBANY,NY,12205,ALBANY,B,VALID,FULL,2019
1960,M,ALBANY,NY,12205,ALBANY,B,VALID,FULL,2019
1993,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2025
1979,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2020
1979,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2020
1920,M,GUILDERLAND,NY,12084,ALBANY,I,SURRENDERED,FULL,2021
1957,F,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2023
1957,M,ALBANY,NY,12206,ALBANY,I,REVOKED,FULL,2022
1968,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2023
1969,M,ALBANY,NY,12205,ALBANY,AM,SURRENDERED,FULL,2019
1940,M,LATHAM,NY,12110,ALBANY,A,VALID,FULL,2019
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1991,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2020
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1981,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2018
1969,F,PRESTON HOLW,NY,12469,ALBANY,D,VALID,FULL,2020
1938,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2022
1997,M,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2018
1963,F,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2018
1963,F,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2018
1963,F,ALBANY,NY,12206,ALBANY,I,NONE,NONE,2018
1940,F,ALBANY,NY,12203,ALBANY,I,NONE,NONE,2020
1940,F,ALBANY,NY,12203,ALBANY,I,NONE,NONE,2020
1935,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1935,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2020
1973,M,ALBANY,NY,12202,ALBANY,D PERMIT,SUSPENDED,FULL,2020
1960,M,MIDDLEBURGH,NY,12122,ALBANY,D,VALID,FULL,2021
1954,M,ALBANY,NY,12206,ALBANY,E,VALID,FULL,2022
1954,M,ALBANY,NY,12206,ALBANY,E,VALID,FULL,2022
1965,M,ALBANY,NY,12210,ALBANY,I,REVOKED,NONE,2019
1978,M,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2019
1978,M,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2019
1978,M,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2019
1978,M,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2019
1950,F,RAVENA,NY,12143,ALBANY,D,VALID,FULL,2017
1950,F,RAVENA,NY,12143,ALBANY,D,VALID,FULL,2017
1960,M,BERNE,NY,12023,ALBANY,DM,VALID,FULL,2019
1947,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1947,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1947,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1947,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1977,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2021
1986,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2025
1965,F,ALBANY,NY,12203,ALBANY,I,NONE,NONE,2025
1960,F,CLARKSVILLE,NY,12041,ALBANY,D,VALID,FULL,2021
1993,F,COHOES,NY,12047,ALBANY,D PERMIT,VALID,FULL,2019
1993,F,COHOES,NY,12047,ALBANY,D PERMIT,VALID,FULL,2019
1926,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2025
1926,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1988,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2025
1953,M,COHOES,NY,12047,ALBANY,D,VALID,FULL,2022
1953,M,COHOES,NY,12047,ALBANY,D,VALID,FULL,2022
1953,M,COHOES,NY,12047,ALBANY,D,VALID,FULL,2022
1965,M,SELKIRK,NY,12158,ALBANY,BM,VALID,FULL,2020
1983,F,SELKIRK,NY,12158,ALBANY,I,NONE,NONE,2018
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1985,M,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2023
1942,M,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2021
1936,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2020
1936,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2020
1986,M,COHOES,NY,12047,ALBANY,I,NONE,NONE,2019
1986,M,COHOES,NY,12047,ALBANY,I,NONE,NONE,2019
1986,M,COHOES,NY,12047,ALBANY,I,NONE,NONE,2019
1933,M,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2017
1983,F,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2024
1989,M,ALBANY,NY,12202,ALBANY,D,SUSPENDED,FULL,2024
1927,F,MEDUSA,NY,12120,ALBANY,D,VALID,FULL,2020
1966,M,ALBANY,NY,12209,ALBANY,DM,VALID,FULL,2018
1952,F,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1952,F,ALBANY,NY,12203,ALBANY,DM,VALID,FULL,2018
1969,M,COEYMANS HOLLOW,NY,12046,ALBANY,DM,VALID,FULL,2020
1956,F,VOORHEESVILLE,NY,12186,ALBANY,I,SUSPENDED,FULL,2021
1975,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2017
1975,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2017
1975,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2017
1975,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2017
1975,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2017
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1992,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1970,F,LATHAM,NY,12110,ALBANY,D,VALID,FULL,2025
1992,F,WATERVLIET,NY,12189,ALBANY,I,NONE,NONE,2019
1992,F,WATERVLIET,NY,12189,ALBANY,I,NONE,NONE,2019
1974,F,ALBANY,NY,12205,ALBANY,DM,VALID,FULL,2019
1981,M,ALBANY,NY,12202,ALBANY,I,REVOKED,FULL,2017
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1952,F,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
